date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:59:31	298833/298833	---M--	200	added ('OK')	image/png	etag:%2264757355-48f51%22	http://www.varunbajaj.me/images/gameplay_prototyping/Game3.png	D:/Study/kishan/PF/Kishan/www.varunbajaj.me/images/gameplay_prototyping/Game3.png	(from http://www.varunbajaj.me/gameplay_prototyping.html)
12:59:39	289242/289242	---M--	200	added ('OK')	image/jpeg	etag:%2264757355-469da%22	http://www.varunbajaj.me/images/gameplay_prototyping/Game4.jpg	D:/Study/kishan/PF/Kishan/www.varunbajaj.me/images/gameplay_prototyping/Game4.jpg	(from http://www.varunbajaj.me/gameplay_prototyping.html)
12:59:48	110867/110867	---M--	200	added ('OK')	image/jpeg	etag:%2264757355-1b113%22	http://www.varunbajaj.me/images/gameplay_prototyping/cascade.jpg	D:/Study/kishan/PF/Kishan/www.varunbajaj.me/images/gameplay_prototyping/cascade.jpg	(from http://www.varunbajaj.me/gameplay_prototyping.html)
13:00:39	365169/365169	---M--	200	added ('OK')	image/png	etag:%2264757355-59271%22	http://www.varunbajaj.me/images/gameplay_prototyping/Cascade%20Design%20Challenge%202%20-%20Image%201%20-%20Varun%20Sunil%20Bajaj.png	D:/Study/kishan/PF/Kishan/www.varunbajaj.me/images/gameplay_prototyping/Cascade%20Design%20Challenge%202%20-%20Image%201%20-%20Varun%20Sunil%20Bajaj.png	(from http://www.varunbajaj.me/gameplay_prototyping.html)
13:01:07	489832/489832	---M--	200	added ('OK')	image/png	etag:%2264757355-77968%22	http://www.varunbajaj.me/images/gameplay_prototyping/Cascade%20Design%20Challenge%202%20-%20Image%202%20-%20Varun%20Sunil%20Bajaj.png	D:/Study/kishan/PF/Kishan/www.varunbajaj.me/images/gameplay_prototyping/Cascade%20Design%20Challenge%202%20-%20Image%202%20-%20Varun%20Sunil%20Bajaj.png	(from http://www.varunbajaj.me/gameplay_prototyping.html)
13:01:19	247998/247998	---M--	200	added ('OK')	image/png	etag:%2264757355-3c8be%22	http://www.varunbajaj.me/images/gameplay_prototyping/candy.PNG	D:/Study/kishan/PF/Kishan/www.varunbajaj.me/images/gameplay_prototyping/candy.png	(from http://www.varunbajaj.me/gameplay_prototyping.html)
13:02:55	591055/591055	---M--	200	added ('OK')	image/png	etag:%2264757355-904cf%22	http://www.varunbajaj.me/images/gameplay_prototyping/cube.PNG	D:/Study/kishan/PF/Kishan/www.varunbajaj.me/images/gameplay_prototyping/cube.png	(from http://www.varunbajaj.me/gameplay_prototyping.html)
13:03:14	784000/784000	---M--	200	added ('OK')	image/png	etag:%2264757355-bf680%22	http://www.varunbajaj.me/images/gameplay_prototyping/vacation.png	D:/Study/kishan/PF/Kishan/www.varunbajaj.me/images/gameplay_prototyping/vacation.png	(from http://www.varunbajaj.me/gameplay_prototyping.html)
13:04:26	1828366/1828366	---M--	200	added ('OK')	image/jpeg	etag:%2264757355-1be60e%22	http://www.varunbajaj.me/images/gameplay_prototyping/Cascade%20Design%20Challenge%201%20-%20Varun%20Sunil%20Bajaj.jpg	D:/Study/kishan/PF/Kishan/www.varunbajaj.me/images/gameplay_prototyping/Cascade%20Design%20Challenge%201%20-%20Varun%20Sunil%20Bajaj.jpg	(from http://www.varunbajaj.me/gameplay_prototyping.html)
13:05:39	448034/448034	---M--	200	added ('OK')	image/png	etag:%2264757355-6d622%22	http://www.varunbajaj.me/images/gameplay_prototyping/godot.PNG	D:/Study/kishan/PF/Kishan/www.varunbajaj.me/images/gameplay_prototyping/godot.png	(from http://www.varunbajaj.me/gameplay_prototyping.html)
13:05:56	1119032/1119032	---M--	200	added ('OK')	image/png	etag:%2264757355-111338%22	http://www.varunbajaj.me/images/gameplay_prototyping/rts.PNG	D:/Study/kishan/PF/Kishan/www.varunbajaj.me/images/gameplay_prototyping/rts.png	(from http://www.varunbajaj.me/gameplay_prototyping.html)
13:06:50	439691/439691	---M--	200	added ('OK')	image/png	etag:%2264757355-6b58b%22	http://www.varunbajaj.me/images/gameplay_prototyping/sports.PNG	D:/Study/kishan/PF/Kishan/www.varunbajaj.me/images/gameplay_prototyping/sports.png	(from http://www.varunbajaj.me/gameplay_prototyping.html)
13:07:26	554195/554195	---M--	200	added ('OK')	image/jpeg	etag:%2264757355-874d3%22	http://www.varunbajaj.me/images/gameplay_prototyping/There%20Will%20Be%20Blood%20Game%20Board%20-%20Varun%20Sunil%20Bajaj.jpg	D:/Study/kishan/PF/Kishan/www.varunbajaj.me/images/gameplay_prototyping/There%20Will%20Be%20Blood%20Game%20Board%20-%20Varun%20Sunil%20Bajaj.jpg	(from http://www.varunbajaj.me/gameplay_prototyping.html)
13:07:42	318031/318031	---M--	200	added ('OK')	image/png	etag:%2264757355-4da4f%22	http://www.varunbajaj.me/images/gameplay_prototyping/projectboostbanner.png	D:/Study/kishan/PF/Kishan/www.varunbajaj.me/images/gameplay_prototyping/projectboostbanner.png	(from http://www.varunbajaj.me/gameplay_prototyping.html)
13:09:54	814933/814933	---M--	200	added ('OK')	image/png	etag:%2264757356-c6f55%22	http://www.varunbajaj.me/images/maya/Chess.PNG	D:/Study/kishan/PF/Kishan/www.varunbajaj.me/images/maya/Chess.png	(from http://www.varunbajaj.me/maya.html)
13:10:31	1143115/1143115	---M--	200	added ('OK')	image/png	etag:%2264757355-11714b%22	http://www.varunbajaj.me/images/gameplay_prototyping/terminalhackerbanner.png	D:/Study/kishan/PF/Kishan/www.varunbajaj.me/images/gameplay_prototyping/terminalhackerbanner.png	(from http://www.varunbajaj.me/gameplay_prototyping.html)
13:11:16	275405/275405	---M--	200	added ('OK')	image/png	etag:%2264757356-433cd%22	http://www.varunbajaj.me/images/maya/Hammer.png	D:/Study/kishan/PF/Kishan/www.varunbajaj.me/images/maya/Hammer.png	(from http://www.varunbajaj.me/maya.html)
13:11:44	677804/677804	---M--	200	added ('OK')	image/png	etag:%2264757356-a57ac%22	http://www.varunbajaj.me/images/maya/Axe.PNG	D:/Study/kishan/PF/Kishan/www.varunbajaj.me/images/maya/Axe.png	(from http://www.varunbajaj.me/maya.html)
13:12:00	95997/95997	---M--	200	added ('OK')	image/png	etag:%2264757356-176fd%22	http://www.varunbajaj.me/images/maya/candle.PNG	D:/Study/kishan/PF/Kishan/www.varunbajaj.me/images/maya/candle.png	(from http://www.varunbajaj.me/maya.html)
13:12:16	98615/98615	---M--	200	added ('OK')	image/png	etag:%2264757356-18137%22	http://www.varunbajaj.me/images/maya/Mechanical_Arm.PNG	D:/Study/kishan/PF/Kishan/www.varunbajaj.me/images/maya/Mechanical_Arm.png	(from http://www.varunbajaj.me/maya.html)
13:12:31	467077/467077	---M--	200	added ('OK')	image/png	etag:%2264757356-72085%22	http://www.varunbajaj.me/images/maya/Chair.PNG	D:/Study/kishan/PF/Kishan/www.varunbajaj.me/images/maya/Chair.png	(from http://www.varunbajaj.me/maya.html)
13:12:54	7710888/7710888	---M--	200	added ('OK')	image/jpeg	etag:%2264757356-75a8a8%22	http://www.varunbajaj.me/images/home/pop_banner_2.jpg	D:/Study/kishan/PF/Kishan/www.varunbajaj.me/images/home/pop_banner_2.jpg	(from http://www.varunbajaj.me/)
13:15:11	5318059/5318059	---M--	200	added ('OK')	image/jpeg	etag:%2264757355-5125ab%22	http://www.varunbajaj.me/images/gameplay_prototyping/design_game_on_spot.jpg	D:/Study/kishan/PF/Kishan/www.varunbajaj.me/images/gameplay_prototyping/design_game_on_spot.jpg	(from http://www.varunbajaj.me/gameplay_prototyping.html)
13:35:05	31398949/31398949	---M--	200	added ('OK')	image/gif	etag:%2264757356-1df1c25%22	http://www.varunbajaj.me/images/vr_game_dev/prod_studio.gif	D:/Study/kishan/PF/Kishan/www.varunbajaj.me/images/vr_game_dev/prod_studio.gif	(from http://www.varunbajaj.me/vr_game_dev.html)
